IDDesfecho,IDsOcorrenciasAssociadas,DataDoDesfecho,TipoDeDesfecho,FoiDesfechoValido,FonteDoDesfecho,BaseParaDesfecho,Bairro,Zona,Cidade,Estado,TextoRelatorioDesfecho,LegendaDoDesfecho,ResumoOcorrencia,PodeDivulgar
29737777198,27177793183,2025-06-21,Indiciado,Sim,,Somente Ofício,Jardim Paulista,São Paulo - Zona Oeste,São Paulo,SP,,"Com o apoio dos Camaleões instalados no seu imóvel e dos seus vizinhos, uma pessoa foi detida pelo 78º DP, após uma invasão a condomínio no Jardim Paulista. 

Obrigado por ajudar a adensar a Área de Proteção da Gabriel. Juntos vamos retomar o direito às ruas para todos e todas.",,Sim
30202726451,25438506506,2025-06-29,Indiciado,Sim,,Ofício + Link da Matéria,Botafogo,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,"Com o apoio dos Camaleões instalados no seu imóvel e dos seus vizinhos, duas pessoas foram detidas pelo 10º DP após roubo de veículo.

Obrigado por ajudar a adensar a Área de Proteção da Gabriel. Juntos vamos retomar o direito às ruas para todos e todas.

Você já deve ter visto caso: https://oglobo.globo.com/rio/noticia/2025/06/29/policia-civil-prende-um-dos-mais-antigos-ladroes-de-carros-em-atividade-no-rio-de-janeiro-e-seu-comparsa.ghtml",,Sim
30253671745,25438506506,2025-06-29,Indiciado,Sim,,Ofício + Link da Matéria,Botafogo,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,"Com o apoio dos Camaleões instalados no seu imóvel e dos seus vizinhos, duas pessoas foram detidas pelo 10º DP após roubo de veículo.

Obrigado por ajudar a adensar a Área de Proteção da Gabriel. Juntos vamos retomar o direito às ruas para todos e todas.

Você já deve ter visto caso: https://oglobo.globo.com/rio/noticia/2025/06/29/policia-civil-prende-um-dos-mais-antigos-ladroes-de-carros-em-atividade-no-rio-de-janeiro-e-seu-comparsa.ghtml",,Sim
30196286373,24033079713,2025-07-01,Indiciado,Sim,,Ofício + Link da Matéria,Copacabana,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,"Com o apoio dos Camaleões instalados no seu imóvel e dos seus vizinhos, uma pessoa foi detida   pela DEAT após aplicar golpe ""Boa noite, Cinderela"" em Ipanema. 

Obrigado por ajudar a adensar a Área de Proteção da Gabriel. Juntos vamos retomar o direito às ruas para todos e todas.",,Sim
30196286373,24033079713,2025-07-01,Indiciado,Sim,,Ofício + Link da Matéria,Ipanema,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,"Com o apoio dos Camaleões instalados no seu imóvel e dos seus vizinhos, uma pessoa foi detida   pela DEAT após aplicar golpe ""Boa noite, Cinderela"" em Ipanema. 

Obrigado por ajudar a adensar a Área de Proteção da Gabriel. Juntos vamos retomar o direito às ruas para todos e todas.",,Sim
30196286373,24033079713,2025-07-01,Indiciado,Sim,,Ofício + Link da Matéria,Lagoa,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,"Com o apoio dos Camaleões instalados no seu imóvel e dos seus vizinhos, uma pessoa foi detida   pela DEAT após aplicar golpe ""Boa noite, Cinderela"" em Ipanema. 

Obrigado por ajudar a adensar a Área de Proteção da Gabriel. Juntos vamos retomar o direito às ruas para todos e todas.",,Sim
30236773243,2285616951,2025-07-02,Indiciado,Sim,,Ofício + Link da Matéria,São Conrado,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,"Com o apoio dos Camaleões instalados no seu imóvel e dos seus vizinhos, um entregador de São Conrado foi inocentado da acusação de agressão pelas autoridades com auxílio da Gabriel. E a suspeita foi condenada por racismo em junho pela 40ª Vara Criminal.

Obrigado por ajudar a adensar a Área de Proteção da Gabriel. Juntos vamos retomar o direito às ruas para todos e todas.

O caso foi amplamente divulgado pela mídia, confira: https://g1.globo.com/rj/rio-de-janeiro/noticia/2025/07/02/mulher-que-atacou-entregadores-no-rio-com-chicotadas-e-condenada-por-racismo-injuria-racial-e-lesao-corporal.ghtml",,Sim
30275031385,"21884964870,21885025545,22308789011,22371571830,25981330833",2025-07-03,Indiciado,Sim,,Ofício + Link da Matéria,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,"Com o apoio dos Camaleões instalados no seu imóvel e dos seus vizinhos, uma pessoa foi detida pela 15º DP após se passar por agente da Receita Federal na Gávea e no Leblon.

Obrigado por ajudar a adensar a Área de Proteção da Gabriel. Juntos vamos retomar o direito às ruas para todos e todas.

Você já deve ter visto caso: https://g1.globo.com/rj/rio-de-janeiro/bom-dia-rio/video/mulher-fingia-ser-da-receita-federal-para-enganar-e-roubar-idosos-13731586.ghtml",,Sim
30275031385,"21884964870,21885025545,22308789011,22371571830,25981330833",2025-07-03,Indiciado,Sim,,Ofício + Link da Matéria,Gávea,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,"Com o apoio dos Camaleões instalados no seu imóvel e dos seus vizinhos, uma pessoa foi detida pela 15º DP após se passar por agente da Receita Federal na Gávea e no Leblon.

Obrigado por ajudar a adensar a Área de Proteção da Gabriel. Juntos vamos retomar o direito às ruas para todos e todas.

Você já deve ter visto caso: https://g1.globo.com/rj/rio-de-janeiro/bom-dia-rio/video/mulher-fingia-ser-da-receita-federal-para-enganar-e-roubar-idosos-13731586.ghtml",,Sim
30275031385,"21884964870,21885025545,22308789011,22371571830,25981330833",2025-07-03,Indiciado,Sim,,Ofício + Link da Matéria,Lagoa,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,"Com o apoio dos Camaleões instalados no seu imóvel e dos seus vizinhos, uma pessoa foi detida pela 15º DP após se passar por agente da Receita Federal na Gávea e no Leblon.

Obrigado por ajudar a adensar a Área de Proteção da Gabriel. Juntos vamos retomar o direito às ruas para todos e todas.

Você já deve ter visto caso: https://g1.globo.com/rj/rio-de-janeiro/bom-dia-rio/video/mulher-fingia-ser-da-receita-federal-para-enganar-e-roubar-idosos-13731586.ghtml",,Sim
30202747193,,2025-07-03,Indiciado,Não,Mídia,Somente Matéria,,,,,,,,Não
34752910131,26182176579,2025-07-08,Indiciado,Sim,Polícia,Ofício + Link da Matéria,Riachuelo,Rio de Janeiro - Zona Norte,Rio de Janeiro,RJ,"Motorista que fugiu após atropelamento em Engenho de Dentro é localizado e indiciado pela Polícia
Imagens solicitadas à Gabriel pela 26ª DP foram fundamentais para confirmar a evasão do local do acidente e a rota de fuga.
Você já deve ter visto este caso: https://record.r7.com/balanco-geral-rj/video/motorista-foge-apos-atropelar-e-matar-[…]ciclista-na-zona-norte-do-rio-08072025/","Motorista que fugiu após atropelamento em Engenho de Dentro é localizado e indiciado pela Polícia
Imagens solicitadas à Gabriel pela 26ª DP foram fundamentais para confirmar a evasão do local do acidente e a rota de fuga.
Você já deve ter visto este caso: https://record.r7.com/balanco-geral-rj/video/motorista-foge-apos-atropelar-e-matar-[…]ciclista-na-zona-norte-do-rio-08072025/",,Sim
34752910131,26182176579,2025-07-08,Indiciado,Sim,Polícia,Ofício + Link da Matéria,Méier,Rio de Janeiro - Zona Norte,Rio de Janeiro,RJ,"Motorista que fugiu após atropelamento em Engenho de Dentro é localizado e indiciado pela Polícia
Imagens solicitadas à Gabriel pela 26ª DP foram fundamentais para confirmar a evasão do local do acidente e a rota de fuga.
Você já deve ter visto este caso: https://record.r7.com/balanco-geral-rj/video/motorista-foge-apos-atropelar-e-matar-[…]ciclista-na-zona-norte-do-rio-08072025/","Motorista que fugiu após atropelamento em Engenho de Dentro é localizado e indiciado pela Polícia
Imagens solicitadas à Gabriel pela 26ª DP foram fundamentais para confirmar a evasão do local do acidente e a rota de fuga.
Você já deve ter visto este caso: https://record.r7.com/balanco-geral-rj/video/motorista-foge-apos-atropelar-e-matar-[…]ciclista-na-zona-norte-do-rio-08072025/",,Sim
34752910131,26182176579,2025-07-08,Indiciado,Sim,Polícia,Ofício + Link da Matéria,Engenho de Dentro,Rio de Janeiro - Zona Norte,Rio de Janeiro,RJ,"Motorista que fugiu após atropelamento em Engenho de Dentro é localizado e indiciado pela Polícia
Imagens solicitadas à Gabriel pela 26ª DP foram fundamentais para confirmar a evasão do local do acidente e a rota de fuga.
Você já deve ter visto este caso: https://record.r7.com/balanco-geral-rj/video/motorista-foge-apos-atropelar-e-matar-[…]ciclista-na-zona-norte-do-rio-08072025/","Motorista que fugiu após atropelamento em Engenho de Dentro é localizado e indiciado pela Polícia
Imagens solicitadas à Gabriel pela 26ª DP foram fundamentais para confirmar a evasão do local do acidente e a rota de fuga.
Você já deve ter visto este caso: https://record.r7.com/balanco-geral-rj/video/motorista-foge-apos-atropelar-e-matar-[…]ciclista-na-zona-norte-do-rio-08072025/",,Sim
34752910131,26182176579,2025-07-08,Indiciado,Sim,Polícia,Ofício + Link da Matéria,Encantado,Rio de Janeiro - Zona Norte,Rio de Janeiro,RJ,"Motorista que fugiu após atropelamento em Engenho de Dentro é localizado e indiciado pela Polícia
Imagens solicitadas à Gabriel pela 26ª DP foram fundamentais para confirmar a evasão do local do acidente e a rota de fuga.
Você já deve ter visto este caso: https://record.r7.com/balanco-geral-rj/video/motorista-foge-apos-atropelar-e-matar-[…]ciclista-na-zona-norte-do-rio-08072025/","Motorista que fugiu após atropelamento em Engenho de Dentro é localizado e indiciado pela Polícia
Imagens solicitadas à Gabriel pela 26ª DP foram fundamentais para confirmar a evasão do local do acidente e a rota de fuga.
Você já deve ter visto este caso: https://record.r7.com/balanco-geral-rj/video/motorista-foge-apos-atropelar-e-matar-[…]ciclista-na-zona-norte-do-rio-08072025/",,Sim
34752910131,26182176579,2025-07-08,Indiciado,Sim,Polícia,Ofício + Link da Matéria,Sampaio,Rio de Janeiro - Zona Norte,Rio de Janeiro,RJ,"Motorista que fugiu após atropelamento em Engenho de Dentro é localizado e indiciado pela Polícia
Imagens solicitadas à Gabriel pela 26ª DP foram fundamentais para confirmar a evasão do local do acidente e a rota de fuga.
Você já deve ter visto este caso: https://record.r7.com/balanco-geral-rj/video/motorista-foge-apos-atropelar-e-matar-[…]ciclista-na-zona-norte-do-rio-08072025/","Motorista que fugiu após atropelamento em Engenho de Dentro é localizado e indiciado pela Polícia
Imagens solicitadas à Gabriel pela 26ª DP foram fundamentais para confirmar a evasão do local do acidente e a rota de fuga.
Você já deve ter visto este caso: https://record.r7.com/balanco-geral-rj/video/motorista-foge-apos-atropelar-e-matar-[…]ciclista-na-zona-norte-do-rio-08072025/",,Sim
34752910131,26182176579,2025-07-08,Indiciado,Sim,Polícia,Ofício + Link da Matéria,Rocha,Rio de Janeiro - Zona Norte,Rio de Janeiro,RJ,"Motorista que fugiu após atropelamento em Engenho de Dentro é localizado e indiciado pela Polícia
Imagens solicitadas à Gabriel pela 26ª DP foram fundamentais para confirmar a evasão do local do acidente e a rota de fuga.
Você já deve ter visto este caso: https://record.r7.com/balanco-geral-rj/video/motorista-foge-apos-atropelar-e-matar-[…]ciclista-na-zona-norte-do-rio-08072025/","Motorista que fugiu após atropelamento em Engenho de Dentro é localizado e indiciado pela Polícia
Imagens solicitadas à Gabriel pela 26ª DP foram fundamentais para confirmar a evasão do local do acidente e a rota de fuga.
Você já deve ter visto este caso: https://record.r7.com/balanco-geral-rj/video/motorista-foge-apos-atropelar-e-matar-[…]ciclista-na-zona-norte-do-rio-08072025/",,Sim
32197711110,26315395370,2025-07-19,Indiciado,Sim,Mídia,Ofício + Link da Matéria,Barra Olímpica,Rio de Janeiro - Zona Oeste,Rio de Janeiro,RJ,,,,Não
32351708829,26315395370,2025-07-19,Indiciado,Sim,Mídia,Ofício + Link da Matéria,Curicica,Rio de Janeiro - Zona Oeste,Rio de Janeiro,RJ,,,,Não
32197711110,26315395370,2025-07-19,Indiciado,Sim,Mídia,Ofício + Link da Matéria,Barra da Tijuca,Rio de Janeiro - Zona Oeste,Rio de Janeiro,RJ,,,,Não
32197711110,26315395370,2025-07-19,Indiciado,Sim,Mídia,Ofício + Link da Matéria,Recreio dos Bandeirantes,Rio de Janeiro - Zona Oeste,Rio de Janeiro,RJ,,,,Não
32351708829,26315395370,2025-07-19,Indiciado,Sim,Mídia,Ofício + Link da Matéria,Barra da Tijuca,Rio de Janeiro - Zona Oeste,Rio de Janeiro,RJ,,,,Não
32197711110,26315395370,2025-07-19,Indiciado,Sim,Mídia,Ofício + Link da Matéria,Curicica,Rio de Janeiro - Zona Oeste,Rio de Janeiro,RJ,,,,Não
32351708829,26315395370,2025-07-19,Indiciado,Sim,Mídia,Ofício + Link da Matéria,Recreio dos Bandeirantes,Rio de Janeiro - Zona Oeste,Rio de Janeiro,RJ,,,,Não
32351708829,26315395370,2025-07-19,Indiciado,Sim,Mídia,Ofício + Link da Matéria,Barra Olímpica,Rio de Janeiro - Zona Oeste,Rio de Janeiro,RJ,,,,Não
31691627361,27061541949,2025-07-22,Indiciado,Sim,Polícia,Ofício + Link da Matéria,Jardim Europa,São Paulo - Zona Oeste,São Paulo,SP,,,,Não
32734649705,26018765950,2025-07-23,Indiciado,Sim,,Ofício + Link da Matéria,Barra da Tijuca,Rio de Janeiro - Zona Oeste,Rio de Janeiro,RJ,,"Com o apoio dos Camaleões instalados no seu imóvel e dos seus vizinhos, três pessoas foram detidas pela PMERJ e 15º DP após furtos de caminhonetes. 

Obrigado por ajudar a adensar a Área de Proteção da Gabriel.

Juntos vamos retomar o direito às ruas para todos e todas.

Você já deve ter visto este caso: https://g1.globo.com/es/espirito-santo/noticia/2025/04/26/gangue-da-hilux-como-agia-a-organizacao-criminosa-especializada-em-roubar-carros-de-luxo.ghtml",,Sim
32734782317,26018765950,2025-07-23,Indiciado,Sim,,Ofício + Link da Matéria,Barra da Tijuca,Rio de Janeiro - Zona Oeste,Rio de Janeiro,RJ,,"Com o apoio dos Camaleões instalados no seu imóvel e dos seus vizinhos, três pessoas foram detidas pela PMERJ e 15º DP após furtos de caminhonetes. 

Obrigado por ajudar a adensar a Área de Proteção da Gabriel.

Juntos vamos retomar o direito às ruas para todos e todas.

Você já deve ter visto este caso: https://g1.globo.com/es/espirito-santo/noticia/2025/04/26/gangue-da-hilux-como-agia-a-organizacao-criminosa-especializada-em-roubar-carros-de-luxo.ghtml",,Sim
32734734502,26018765950,2025-07-23,Indiciado,Sim,,Ofício + Link da Matéria,Barra da Tijuca,Rio de Janeiro - Zona Oeste,Rio de Janeiro,RJ,,"Com o apoio dos Camaleões instalados no seu imóvel e dos seus vizinhos, três pessoas foram detidas pela PMERJ e 15º DP após furtos de caminhonetes. 

Obrigado por ajudar a adensar a Área de Proteção da Gabriel.

Juntos vamos retomar o direito às ruas para todos e todas.

Você já deve ter visto este caso: https://g1.globo.com/es/espirito-santo/noticia/2025/04/26/gangue-da-hilux-como-agia-a-organizacao-criminosa-especializada-em-roubar-carros-de-luxo.ghtml",,Sim
32528380228,26018765950,2025-07-23,Indiciado,Sim,Mídia,Ofício + Link da Matéria,Barra da Tijuca,Rio de Janeiro - Zona Oeste,Rio de Janeiro,RJ,,"Com o apoio dos Camaleões instalados no seu imóvel e dos seus vizinhos, três pessoas foram detidas pela PMERJ e 15º DP após furtos de caminhonetes. 

Obrigado por ajudar a adensar a Área de Proteção da Gabriel.

Juntos vamos retomar o direito às ruas para todos e todas.

Você já deve ter visto este caso: https://g1.globo.com/es/espirito-santo/noticia/2025/04/26/gangue-da-hilux-como-agia-a-organizacao-criminosa-especializada-em-roubar-carros-de-luxo.ghtml",,Sim
34674615201,25344482434,2025-07-25,Indiciado,Sim,,Ofício + Link da Matéria,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,"Quadrilha que assaltou farmácia no Leblon é presa pelo 23º BPM

Imagens solicitadas à Gabriel auxiliaram foram fundamentais para as autoridades identificaram a rota de chegada e fuga do veículo usado no delito.

Confira o relatório e veja como a Gabriel contribui para a segurança da cidade.

O QUE ACONTECEU:

Na noite do dia 7 de outubro, suspeitos invadiram uma farmácia e levaram produtos de alto valor. Em seguida, utilizaram um veículo para a fuga.

DESFECHO:

O Time de Inteligência da Gabriel compartilhou com as autoridades as imagens que auxiliaram na identificação do veículo e da rota utilizada pelos suspeitos. A 15ª DP deteve um dos envolvidos ainda na tarde do dia 7, e outros quatro foram presos posteriormente, durante a noite.","Com o apoio dos Camaleões instalados no seu imóvel e dos seus vizinhos, ladrões de farmácia foram detidos pela 15º DP depois de assalto na Gávea.

Obrigado por ajudar a adensar a Área de Proteção da Gabriel.

Juntos vamos retomar o direito às ruas para todos e todas.

Você já deve ter visto este caso:  https://g1.globo.com/rj/rio-de-janeiro/rj1/video/policia-prende-integrantes-de-quadrilha-que-rouba-farmacias-no-rio-13995996.ghtml",,Sim
34614144909,25344482434,2025-07-25,Indiciado,Sim,Mídia,Ofício + Link da Matéria,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,"Quadrilha que assaltou farmácia no Leblon é presa pelo 23º BPM

Imagens solicitadas à Gabriel auxiliaram foram fundamentais para as autoridades identificaram a rota de chegada e fuga do veículo usado no delito.

Confira o relatório e veja como a Gabriel contribui para a segurança da cidade.

O QUE ACONTECEU:

Na noite do dia 7 de outubro, suspeitos invadiram uma farmácia e levaram produtos de alto valor. Em seguida, utilizaram um veículo para a fuga.

DESFECHO:

O Time de Inteligência da Gabriel compartilhou com as autoridades as imagens que auxiliaram na identificação do veículo e da rota utilizada pelos suspeitos. A 15ª DP deteve um dos envolvidos ainda na tarde do dia 7, e outros quatro foram presos posteriormente, durante a noite.","Com o apoio dos Camaleões instalados no seu imóvel e dos seus vizinhos, ladrões de farmácia foram detidos pela 15º DP depois de assalto na Gávea.

Obrigado por ajudar a adensar a Área de Proteção da Gabriel.

Juntos vamos retomar o direito às ruas para todos e todas.

Você já deve ter visto este caso:  https://g1.globo.com/rj/rio-de-janeiro/rj1/video/policia-prende-integrantes-de-quadrilha-que-rouba-farmacias-no-rio-13995996.ghtml",,Sim
31453246103,27024491552,2025-07-25,Encontrado,Sim,,Nada,Grajaú,Rio de Janeiro - Zona Norte,Rio de Janeiro,RJ,,,,Sim
32730289224,27142217246,2025-07-25,Indiciado,Sim,,Ofício + Link da Matéria,Botafogo,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,"Com o apoio dos Camaleões instalados no seu imóvel e dos seus vizinhos, três pessoas foram detidas pela Polícia Militar após assalto em Botafogo.

Obrigado por ajudar a adensar a Área de Proteção da Gabriel.

Juntos vamos retomar o direito às ruas para todos e todas.

Você já deve ter visto este caso: https://www.band.com.br/bandnews-fm/rio-de-janeiro/noticias/tres-homens-sao-presos-pela-policia-militar-acusados-de-integrar-quadrilha-na-zona-sul-202507211756",,Sim
32524663137,27142217246,2025-07-25,Indiciado,Sim,Polícia,Ofício + Link da Matéria,Botafogo,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,"Com o apoio dos Camaleões instalados no seu imóvel e dos seus vizinhos, três pessoas foram detidas pela Polícia Militar após assalto em Botafogo.

Obrigado por ajudar a adensar a Área de Proteção da Gabriel.

Juntos vamos retomar o direito às ruas para todos e todas.

Você já deve ter visto este caso: https://www.band.com.br/bandnews-fm/rio-de-janeiro/noticias/tres-homens-sao-presos-pela-policia-militar-acusados-de-integrar-quadrilha-na-zona-sul-202507211756",,Sim
32718416143,27142217246,2025-07-25,Indiciado,Sim,,Ofício + Link da Matéria,Botafogo,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,"Com o apoio dos Camaleões instalados no seu imóvel e dos seus vizinhos, três pessoas foram detidas pela Polícia Militar após assalto em Botafogo.

Obrigado por ajudar a adensar a Área de Proteção da Gabriel.

Juntos vamos retomar o direito às ruas para todos e todas.

Você já deve ter visto este caso: https://www.band.com.br/bandnews-fm/rio-de-janeiro/noticias/tres-homens-sao-presos-pela-policia-militar-acusados-de-integrar-quadrilha-na-zona-sul-202507211756",,Sim
34672106260,25344482434,2025-07-25,Indiciado,Sim,,Ofício + Link da Matéria,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,"Quadrilha que assaltou farmácia no Leblon é presa pelo 23º BPM

Imagens solicitadas à Gabriel auxiliaram foram fundamentais para as autoridades identificaram a rota de chegada e fuga do veículo usado no delito.

Confira o relatório e veja como a Gabriel contribui para a segurança da cidade.

O QUE ACONTECEU:

Na noite do dia 7 de outubro, suspeitos invadiram uma farmácia e levaram produtos de alto valor. Em seguida, utilizaram um veículo para a fuga.

DESFECHO:

O Time de Inteligência da Gabriel compartilhou com as autoridades as imagens que auxiliaram na identificação do veículo e da rota utilizada pelos suspeitos. A 15ª DP deteve um dos envolvidos ainda na tarde do dia 7, e outros quatro foram presos posteriormente, durante a noite.","Com o apoio dos Camaleões instalados no seu imóvel e dos seus vizinhos, ladrões de farmácia foram detidos pela 15º DP depois de assalto na Gávea.

Obrigado por ajudar a adensar a Área de Proteção da Gabriel.

Juntos vamos retomar o direito às ruas para todos e todas.

Você já deve ter visto este caso:  https://g1.globo.com/rj/rio-de-janeiro/rj1/video/policia-prende-integrantes-de-quadrilha-que-rouba-farmacias-no-rio-13995996.ghtml",,Sim
34670874805,25344482434,2025-07-25,Indiciado,Sim,,Ofício + Link da Matéria,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,"Quadrilha que assaltou farmácia no Leblon é presa pelo 23º BPM

Imagens solicitadas à Gabriel auxiliaram foram fundamentais para as autoridades identificaram a rota de chegada e fuga do veículo usado no delito.

Confira o relatório e veja como a Gabriel contribui para a segurança da cidade.

O QUE ACONTECEU:

Na noite do dia 7 de outubro, suspeitos invadiram uma farmácia e levaram produtos de alto valor. Em seguida, utilizaram um veículo para a fuga.

DESFECHO:

O Time de Inteligência da Gabriel compartilhou com as autoridades as imagens que auxiliaram na identificação do veículo e da rota utilizada pelos suspeitos. A 15ª DP deteve um dos envolvidos ainda na tarde do dia 7, e outros quatro foram presos posteriormente, durante a noite.","Com o apoio dos Camaleões instalados no seu imóvel e dos seus vizinhos, ladrões de farmácia foram detidos pela 15º DP depois de assalto na Gávea.

Obrigado por ajudar a adensar a Área de Proteção da Gabriel.

Juntos vamos retomar o direito às ruas para todos e todas.

Você já deve ter visto este caso:  https://g1.globo.com/rj/rio-de-janeiro/rj1/video/policia-prende-integrantes-de-quadrilha-que-rouba-farmacias-no-rio-13995996.ghtml",,Sim
34672155753,25344482434,2025-07-25,Indiciado,Sim,,Ofício + Link da Matéria,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,"Quadrilha que assaltou farmácia no Leblon é presa pelo 23º BPM

Imagens solicitadas à Gabriel auxiliaram foram fundamentais para as autoridades identificaram a rota de chegada e fuga do veículo usado no delito.

Confira o relatório e veja como a Gabriel contribui para a segurança da cidade.

O QUE ACONTECEU:

Na noite do dia 7 de outubro, suspeitos invadiram uma farmácia e levaram produtos de alto valor. Em seguida, utilizaram um veículo para a fuga.

DESFECHO:

O Time de Inteligência da Gabriel compartilhou com as autoridades as imagens que auxiliaram na identificação do veículo e da rota utilizada pelos suspeitos. A 15ª DP deteve um dos envolvidos ainda na tarde do dia 7, e outros quatro foram presos posteriormente, durante a noite.","Com o apoio dos Camaleões instalados no seu imóvel e dos seus vizinhos, ladrões de farmácia foram detidos pela 15º DP depois de assalto na Gávea.

Obrigado por ajudar a adensar a Área de Proteção da Gabriel.

Juntos vamos retomar o direito às ruas para todos e todas.

Você já deve ter visto este caso:  https://g1.globo.com/rj/rio-de-janeiro/rj1/video/policia-prende-integrantes-de-quadrilha-que-rouba-farmacias-no-rio-13995996.ghtml",,Sim
31651260178,27295288658,2025-07-30,Indiciado,Sim,Polícia,Somente Ofício,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,Não
32122951448,27667905204,2025-08-07,Encontrado,Sim,Cliente,Nada,Maracanã,Rio de Janeiro - Zona Norte,Rio de Janeiro,RJ,,,,Sim
32697965100,"25981296992,27177793183,29381708975",2025-08-08,Indiciado,Sim,,Ofício + Link da Matéria,,,,,,"Com o apoio dos Camaleões instalados no seu imóvel e dos seus vizinhos, quinze pessoas foram detidas pelo 2º  CERCO SUL após invasão e roubo em condomínio de Moema.

Obrigado por ajudar a adensar a Área de Proteção da Gabriel.

Juntos vamos retomar o direito às ruas para todos e todas.

Você já deve ter visto este caso: https://g1.globo.com/sp/sao-paulo/noticia/2025/08/08/policia-prende-quadrilha-suspeita-de-praticar-roubos-a-condominios-em-moema-bairro-nobre-de-sp.ghtml",,Sim
32695795984,"25981296992,27177793183,29381708975",2025-08-08,Indiciado,Sim,,Ofício + Link da Matéria,Jardim Paulista,São Paulo - Zona Oeste,São Paulo,SP,,"Com o apoio dos Camaleões instalados no seu imóvel e dos seus vizinhos, quinze pessoas foram detidas pelo 2º  CERCO SUL após invasão e roubo em condomínio de Moema.

Obrigado por ajudar a adensar a Área de Proteção da Gabriel.

Juntos vamos retomar o direito às ruas para todos e todas.

Você já deve ter visto este caso: https://g1.globo.com/sp/sao-paulo/noticia/2025/08/08/policia-prende-quadrilha-suspeita-de-praticar-roubos-a-condominios-em-moema-bairro-nobre-de-sp.ghtml",,Sim
32693164860,"25981296992,27177793183,29381708975",2025-08-08,Indiciado,Sim,,Ofício + Link da Matéria,Jardim Paulista,São Paulo - Zona Oeste,São Paulo,SP,,"Com o apoio dos Camaleões instalados no seu imóvel e dos seus vizinhos, quinze pessoas foram detidas pelo 2º  CERCO SUL após invasão e roubo em condomínio de Moema.

Obrigado por ajudar a adensar a Área de Proteção da Gabriel.

Juntos vamos retomar o direito às ruas para todos e todas.

Você já deve ter visto este caso: https://g1.globo.com/sp/sao-paulo/noticia/2025/08/08/policia-prende-quadrilha-suspeita-de-praticar-roubos-a-condominios-em-moema-bairro-nobre-de-sp.ghtml",,Sim
32680944697,"25981296992,27177793183,29381708975",2025-08-08,Indiciado,Sim,,Ofício + Link da Matéria,Jardim Paulista,São Paulo - Zona Oeste,São Paulo,SP,,"Com o apoio dos Camaleões instalados no seu imóvel e dos seus vizinhos, quinze pessoas foram detidas pelo 2º  CERCO SUL após invasão e roubo em condomínio de Moema.

Obrigado por ajudar a adensar a Área de Proteção da Gabriel.

Juntos vamos retomar o direito às ruas para todos e todas.

Você já deve ter visto este caso: https://g1.globo.com/sp/sao-paulo/noticia/2025/08/08/policia-prende-quadrilha-suspeita-de-praticar-roubos-a-condominios-em-moema-bairro-nobre-de-sp.ghtml",,Sim
32698427189,"25981296992,27177793183,29381708975",2025-08-08,Indiciado,Sim,,Ofício + Link da Matéria,Jardim Paulista,São Paulo - Zona Oeste,São Paulo,SP,,"Com o apoio dos Camaleões instalados no seu imóvel e dos seus vizinhos, quinze pessoas foram detidas pelo 2º  CERCO SUL após invasão e roubo em condomínio de Moema.

Obrigado por ajudar a adensar a Área de Proteção da Gabriel.

Juntos vamos retomar o direito às ruas para todos e todas.

Você já deve ter visto este caso: https://g1.globo.com/sp/sao-paulo/noticia/2025/08/08/policia-prende-quadrilha-suspeita-de-praticar-roubos-a-condominios-em-moema-bairro-nobre-de-sp.ghtml",,Sim
32668966327,"25981296992,27177793183,29381708975",2025-08-08,Indiciado,Sim,,Ofício + Link da Matéria,Jardim Paulista,São Paulo - Zona Oeste,São Paulo,SP,,"Com o apoio dos Camaleões instalados no seu imóvel e dos seus vizinhos, quinze pessoas foram detidas pelo 2º  CERCO SUL após invasão e roubo em condomínio de Moema.

Obrigado por ajudar a adensar a Área de Proteção da Gabriel.

Juntos vamos retomar o direito às ruas para todos e todas.

Você já deve ter visto este caso: https://g1.globo.com/sp/sao-paulo/noticia/2025/08/08/policia-prende-quadrilha-suspeita-de-praticar-roubos-a-condominios-em-moema-bairro-nobre-de-sp.ghtml",,Sim
